"USAF","WBAN","NAME","CTRY","STATE","ICAO","LAT","LON","ELEV","BEGIN","END"
308230,99999,"MUKHINO","RS","","UIUU",51.808,107.438,515.1,1948,2015
308290,99999,"NOVOSELENGINSK","RS","","",51.1,106.65,556,1948,2015
308380,99999,"PETROVSKIJ ZAVOD","RS","","",51.317,108.867,806,1948,2015
308440,99999,"HILOK","RS","","",51.35,110.467,802,1948,2015
308460,99999,"ULETY","RS","","",51.35,112.467,743,1948,2015
308590,99999,"AGINSKOE","RS","","",51.1,114.517,681,1953,2015
308620,99999,"SHILKA","RS","","",51.867,116.033,597,1948,2015
308790,99999,"NERCHINSKIJ ZAVOD","RS","","",51.317,119.617,619,1934,2015
309250,99999,"KJAHTA","RS","","",50.367,106.45,797,1948,2015
309350,99999,"KRASNYJ CHIKOJ","RS","","",50.367,108.75,771,1955,2015
309490,99999,"KYRA","RS","","",49.567,111.967,908,1948,2015
309570,99999,"AKSA","RS","","",50.267,113.267,732,1948,2015
309610,99999,"OLOVJANNAJA","RS","","",50.95,115.583,640,1948,2015
309650,99999,"BORZYA","RS","","",50.4,116.517,676,1936,2015
309670,99999,"SOLOV'EVSK","RS","","",49.9,115.75,623,1953,2015
309710,99999,"ALEKSANDROVSKIJ ZAVOD","RS","","",50.917,117.933,807,1948,2015
309750,99999,"PRIARGUNSK","RS","","",50.333,119.067,521.1,1948,2015
309780,99999,"KAJLASTUJ","RS","","",49.833,118.383,550,1948,2015
310040,99999,"ALDAN","RS","","",58.617,125.367,679,1934,2015
310050,99999,"TOMMOT","RS","","",58.967,126.267,283.5,1934,2015
310110,99999,"BUJAGA","RS","","",59.667,127.05,278.4,1957,2015
310160,99999,"UGINO","RS","","",58.633,128.5,230.6,1959,2015
310260,99999,"UCHUR","RS","","",58.733,130.617,197.4,1959,2015
310410,99999,"UST'-MIL'","RS","","",59.633,133.033,179.4,1959,2015
310540,99999,"UST'-JUDOMA","RS","","",59.183,135.15,212,1959,2015
310620,99999,"YUGORENOK","RS","","",59.767,137.667,383.7,1959,2015
310830,99999,"HEJDZHAN","RS","","",59.967,144.783,121,1959,2015
310870,99999,"UL' YA","RS","","",58.817,141.85,5,1959,2015
310880,99999,"OHOTSK","RS","","",59.367,143.2,6,1936,2015
310960,99999,"SPAFAR' EVA (OSTROV)","RS","","",59.15,149.033,52,1963,2015
311020,99999,"KANKU","RS","","",57.65,125.967,1204,1969,2015
311230,99999,"CJUL'BJU","RS","","",57.767,130.9,255,1957,2015
311370,99999,"TOKO","RS","","",56.283,131.133,850,1959,2015
311520,99999,"NEL' KAN","RS","","",57.65,136.15,318,1948,2015
311630,99999,"ENKAN","RS","","",57.767,140.183,10,1959,2015
311680,99999,"AYAN","RS","","",56.45,138.15,8,1947,2015
311740,99999,"BOL'SHOJ SHANTAR","RS","","",54.833,137.533,21,1959,2015
312530,99999,"BOMNAK","RS","","",54.717,128.867,364,1953,2015
312850,99999,"UDSKOE","RS","","",54.5,134.417,62,1959,2015
312950,99999,"MAGDAGACI","RS","","",53.467,125.817,370,1948,2015
313000,99999,"ZEJA","RS","","",53.7,127.3,229,1948,2015
313290,99999,"EKIMCAN","RS","","UHBP",53.067,132.933,543,1947,2015
313480,99999,"BURUKAN","RS","","",53.05,136.033,153,1948,2015
313690,99999,"NIKOLAEVSK-ON-AMUR","RS","","UHNN",53.15,140.7,68,1931,2015
313710,99999,"CHERNJAEVO","RS","","",52.783,126,210,1948,2015
313880,99999,"NORSK","RS","","",52.35,129.917,208,1947,2015
314160,99999,"IM POLINY OSIPENKO","RS","","",52.417,136.5,73,1947,2015
314180,99999,"VESELAJA GORKA","RS","","",52.283,135.8,201,1953,2015
314390,99999,"BOGORODSKOE","RS","","",52.383,140.467,35,1947,2015
314420,99999,"SIMANOVSK","RS","","",51.983,127.65,281,1947,2015
314450,99999,"SVOBODNYJ","RS","","",51.45,128.117,197,1947,2015
314740,99999,"UST'-UMAL'TA","RS","","",51.633,133.267,384,1948,2015
314780,99999,"SOFIJSKIJ PRIISK","RS","","",52.267,133.983,902,1947,2015
314840,99999,"HULARIN","RS","","",51.417,135.083,269,1948,2015
314890,99999,"GORIN","RS","","",51.2,136.8,92,1953,2015
315100,99999,"BLAGOVESCENSK","RS","","",50.283,127.483,169.2,1931,2015
315130,99999,"BELOGORSK","RS","","",50.917,128.467,178,1953,2015
315210,99999,"BRATOLJUBOVKA","RS","","",50.783,129.333,227,1947,2015
315270,99999,"ZAVITAJA","RS","","",50.117,129.467,241,1947,2015
315320,99999,"CEKUNDA","RS","","",50.867,132.25,272,1945,2015
315340,99999,"SEKTAGLI","RS","","",50.433,131.017,230,1947,2015
315380,99999,"SUTUR","RS","","",50.067,132.133,347,1953,2015
315610,99999,"KOMSOMOLSK-NA-AMURE","RS","","",50.533,137.033,22,1936,2015
315830,99999,"MALINOVKA","RS","","",49.783,129.917,116,1953,2015
315870,99999,"POJARKOVO","RS","","",49.617,128.65,115,1946,2015
315940,99999,"ARHARA","RS","","",49.417,130.083,135,1946,2015
316240,99999,"URMI","RS","","",49.4,133.233,198,1948,2015
316320,99999,"KUR","RS","","",49.933,134.633,283,1953,2015
316550,99999,"TROICKOE","RS","","UHHO",49.45,136.567,29,1947,2015
316830,99999,"TUMNIN","RS","","",49.65,140.083,58,1959,2015
317020,99999,"OBLUC'E","RS","","",49,131.083,257,1953,2015
317070,99999,"EKATERINO-NIKOL'SKOE","RS","","",47.733,130.967,73,1947,2015
317130,99999,"BIROBIDZHAN","RS","","",48.733,132.95,80,1947,2015
317250,99999,"SMIDOVICH","RS","","",48.617,133.833,52,1953,2015
317330,99999,"ELABUGA","RS","","",48.817,135.883,58,1936,2015
317350,99999,"NOVY","RS","","UHHH",48.528,135.188,75,1931,2015
317540,99999,"TIVJAKU","RS","","",48.6,137.05,403,1947,2015
317700,99999,"SOVETSKAYA GAVAN'","RS","","",51,139.85,238,1959,2015
318010,99999,"GVASJUGI","RS","","",47.667,136.183,180,1948,2015
318250,99999,"AGZU","RS","","",47.6,138.4,165,1947,2015
318320,99999,"BIKIN","RS","","",46.8,134.267,68,1947,2015
318450,99999,"KRASNYJ JAR","RS","","",46.533,135.317,130,1953,2015
318660,99999,"SOSUNOVO","RS","","",46.533,138.333,4,1953,2015
318730,99999,"DAL'NERECHENSK","RS","","",45.867,133.733,101,1947,2015
318780,99999,"KIROVSKIJ","RS","","",45.1,133.5,97.7,1953,2015
319090,99999,"TERNEJ","RS","","",45,136.6,68,1953,2015
319130,99999,"TURIJ ROG","RS","","",45.217,131.983,88,1948,2015
319150,99999,"POGRANICHNYJ","RS","","",44.4,131.383,211,1947,2015
319210,99999,"ASTRAHANKA","RS","","",44.717,132.067,78,1953,2015
319390,99999,"CUGUEVKA","RS","","",44.15,133.867,259,1948,2015
319590,99999,"RUDNAJA PRISTAN'","RS","","",44.367,135.85,34,1953,2015
319600,99999,"VLADIVOSTOK","RS","","",43.117,131.933,183,1931,2015
319610,99999,"TIMIRYAZEVSKIJ","RS","","",43.883,131.967,37,1959,2015
319690,99999,"POS'ET","RS","","",42.65,130.8,35,1956,2015
319810,99999,"ANUCINO","RS","","",43.967,133.067,188,1953,2015
319870,99999,"PARTIZANSK","RS","","",43.15,133.017,208,1953,2015
319890,99999,"PREOBRAZHENIE","RS","","",42.9,133.9,43,1948,2015
320100,99999,"OHA","RS","","",53.5,142.9,38,1936,2015
320270,99999,"POGIBI","RS","","",52.217,141.633,6,1953,2015
320530,99999,"NOGLIKI","RS","","",51.917,143.133,34,1947,2015
320610,99999,"ALEKSANDROVSK-SAHALINSKIJ","RS","","",50.9,142.167,31,1931,2015
320690,99999,"PIL'VO","RS","","",50.05,142.167,4,1953,2015
320760,99999,"POGRANICHNOE","RS","","",50.4,143.767,8,1947,2015
320980,99999,"PORONAJSK","RS","","",49.217,143.1,8,1953,2015
320990,99999,"MYS TERPENIYA","RS","","",48.65,144.733,6,1948,2015
321210,99999,"ILYINSKIY","RS","","",47.983,142.2,18,1953,2015
321280,99999,"HOLMSK","RS","","",47.05,142.05,44,1953,2015
321500,99999,"KHOMUTOVO","RS","","UHSS",46.889,142.718,18,1953,2015
321650,99999,"JUZHNO-KURIL'SK","RS","","",44.017,145.867,49,1953,2015
322130,99999,"MYS LOPATKA","RS","","",50.867,156.683,47,1946,2015
322150,99999,"SEVERO-KURIL'SK","RS","","",50.683,156.133,23,1948,2015
322520,99999,"UST'-VOYAMPOLKA","RS","","",58.5,159.167,7,1955,2015
322870,99999,"UST'- HAJRJUZOVO","RS","","",57.083,156.7,8,1955,2015
323330,99999,"OZERNOY (MYS)","RS","","",57.65,163.233,9.1,1955,2015
323890,99999,"KLJUCHI","RS","","",56.317,160.833,29,1953,2015
324080,99999,"UST'-KAMCHATSK","RS","","",56.217,162.717,27,1948,2015
324110,99999,"ICA","RS","","",55.583,155.583,6,1955,2015
324770,99999,"SOBOLEVO","RS","","",54.3,155.933,14,1955,2015
325090,99999,"SEMYACHIK","RS","","",54.117,159.983,27,1946,2015
325190,99999,"KRONOKI","RS","","",54.617,161.2,15.9,1955,2015
325400,99999,"YELIZOVO","RS","","UHPP",53.168,158.454,39.9,1932,2015
325590,99999,"CAPE SHIPUNSKIY","RS","","",53.1,160.033,88,1955,2015
325620,99999,"BOL'SHERETZK","RS","","",52.833,156.3,30,1953,2015
325830,99999,"PETROPAVLOVSK-KAMCHATSKIJ","RS","","",52.867,158.65,24,1946,2015
325940,99999,"OZERNAJA","RS","","",51.483,156.483,28,1953,2015
326180,99999,"OSTROV BERINGA","RS","","",55.2,165.983,18,1932,2015
330080,99999,"BREST","BO","","UMBB",52.108,23.898,142.6,1931,2015
330190,99999,"PINSK","BO","","",52.117,26.117,142,1929,2015
330270,99999,"ZHITCKOVICHI","BO","","",52.217,27.867,137,1946,2015
330360,99999,"MOZYR","BO","","",51.95,29.167,190,1959,2015
330380,99999,"VASILEVICHI","BO","","",52.25,29.833,142,1932,2015
330410,99999,"GOMEL","BO","","UMGG",52.527,31.017,143.9,1955,2015
330490,99999,"SEMENOVKA","UP","","",52.183,32.583,161,1959,2015
330580,99999,"DRUZHBA","UP","","",52.05,33.95,190,1969,2015
330670,99999,"SVITYAZ","UP","","",51.483,23.85,164,1959,2015
330880,99999,"SARNY","UP","","",51.283,26.617,156,1948,2015
331240,99999,"BRAGIN","BO","","",51.817,30.3,116,1961,2015
331350,99999,"CHERNIHIV","UP","","",51.467,31.25,141,1946,2015
331730,99999,"KOVEL'","UP","","",51.217,24.683,174,1959,2015
331770,99999,"VOLODYMYR-VOLYNS'KYI","UP","","",50.833,24.317,194,1959,2015
331870,99999,"LUTS'K","UP","","",50.7,25.5,232,1931,2015
332030,99999,"OLEVSK","UP","","",51.217,27.633,183,1955,2015
332130,99999,"OVRUCH","UP","","",51.317,28.783,170,1948,2015
332280,99999,"TETERIV","UP","","",50.7,29.583,132,1959,2015
332310,99999,"CHORNOBYL'","UP","","",51.283,30.233,127,1955,2015
332460,99999,"NIZHYN","UP","","",51.05,31.9,126,1955,2015
332610,99999,"KONOTOP","UP","","",51.233,33.2,149,1936,2015
332680,99999,"ROMNY","UP","","",50.767,33.45,169,1959,2015
332750,99999,"SUMY","UP","","",50.85,34.667,181,1946,2015
332870,99999,"RAVA-RUS'KA","UP","","",50.25,23.633,251,1959,2015
332970,99999,"BRODY","UP","","",50.1,25.15,228,1959,2015
332990,99999,"KREMENETS","UP","","",50.133,25.733,259,1963,2015
333010,99999,"RIVNE INTL","UP","","UKLR",50.607,26.142,230.1,1959,2015
333120,99999,"NOVOHRAD-VOLYNS'KYI","UP","","",50.6,27.633,218,1959,2015
333170,99999,"SHEPETIVKA","UP","","",50.167,27.033,278,1936,2015
333250,99999,"ZHYTOMYR","UP","","",50.233,28.733,224,1948,2015
333450,99999,"ZHULIANY INTL","UP","","UKKK",50.402,30.451,178.6,1932,2015
333470,99999,"BORYSPIL INTL","UP","","UKBB",50.345,30.895,130.1,1961,2015
333560,99999,"YAHOTYN","UP","","",50.217,31.8,128,1959,2015
333620,99999,"PRILUKY","UP","","",50.583,32.383,133,1955,2015
333760,99999,"HADIACH","UP","","",50.367,33.983,154,1959,2015
333770,99999,"LUBNY","UP","","",50,33.017,158,1946,2015
333930,99999,"LVIV INTL","UP","","UKLL",49.813,23.956,326.4,1928,2015
333980,99999,"DROHOBYCH","UP","","",49.35,23.517,276,1959,2015
334090,99999,"BEREZHANY","UP","","",49.433,24.95,304,1959,2015
334150,99999,"TERNOPIL'","UP","","",49.533,25.667,329,1934,2015
334290,99999,"KHMEL'NYTS'KYI","UP","","",49.433,26.983,350,1955,2015
334460,99999,"BILOPILLJA","UP","","",49.833,28.883,258,1955,2015
334640,99999,"BILA TSERKVA","UP","","",49.75,30.117,180,1959,2015
334660,99999,"MYRONIVKA","UP","","",49.667,31,153,1948,2015
334840,99999,"ZOLOTONOSHA","UP","","",49.683,32.517,96,1959,2015
334950,99999,"VESELYI PODIL","UP","","",49.617,33.267,96,1955,2015
335060,99999,"POLTAVA","UP","","",49.6,34.55,160,1936,2015
335110,99999,"TURKA","UP","","",49.15,23.033,594,1955,2015
335160,99999,"SLAVSKE","UP","","",48.85,23.45,592,1959,2015
335360,99999,"CHORTKIV","UP","","",49.017,25.8,318,1959,2015
335480,99999,"KAMIANETS'-PODIL' SKYI","UP","","",48.65,26.667,222,1932,2015
335570,99999,"NOVA USHYTSIA","UP","","",48.85,27.267,290,1959,2015
335620,99999,"VINNYTSIA","UP","","",49.233,28.6,298,1946,2015
335640,99999,"ZHMERYNKA","UP","","",49.017,28.133,313,1969,2015
335770,99999,"HAISYN","UP","","",48.8,29.4,211,1959,2015
335810,99999,"ZHASHKIV","UP","","",49.233,30.1,235,1979,2015
335860,99999,"ZVENIHORODKA","UP","","",49.083,30.9,215,1959,2015
335870,99999,"UMAN'","UP","","",48.767,30.233,216,1932,2015
335980,99999,"NOVO-MYRHOROD","UP","","",48.833,31.65,179,1959,2015
336050,99999,"CHYHYRYN","UP","","",49.083,32.667,124,1969,2015
336090,99999,"ZNAMIANKA","UP","","",48.717,32.667,181,1959,2015
336210,99999,"KOBELIAKY","UP","","",49.15,34.2,118,1959,2015
336310,99999,"UZHHOROD","UP","","",48.633,22.267,124,1955,2015
336340,99999,"BEREHOVE","UP","","",48.2,22.65,113,1959,2015
336380,99999,"KHUST","UP","","",48.183,23.3,164,1959,2015
336470,99999,"RAKHIV","UP","","",48.05,24.2,430,1959,2015
336510,99999,"KOLOMYIA","UP","","",48.533,25.033,298,1955,2015
336570,99999,"SELIATYN","UP","","",47.867,25.217,763,1959,2015
336580,99999,"CHERNIVTSI","UP","","",48.367,25.9,246,1936,2015
336630,99999,"MOHYLIV-PODIL'S'KYI","UP","","",48.45,27.783,78,1959,2015
336860,99999,"HAIVORON","UP","","",48.35,29.85,150,1959,2015
336990,99999,"PERVOMAIS'K","UP","","",48.05,30.85,103,1959,2015
337050,99999,"POMICHNA","UP","","",48.233,31.4,211,1979,2015
337110,99999,"KIROVOHRAD","UP","","",48.517,32.2,171,1936,2015
337170,99999,"BOBRYNETS'","UP","","",48.067,32.15,143,1959,2015
337230,99999,"KOMISARIVKA","UP","","",48.433,33.9,118,1959,2015
337610,99999,"LIUBASHIVKA","UP","","",47.85,30.267,183,1948,2015
337770,99999,"VOZNESENS'K","UP","","",47.567,31.333,34,1948,2015
337910,99999,"KRYVYI RIH","UP","","",48.033,33.217,124,1948,2015
338050,99999,"NIKOPOL'","UP","","",47.583,34.45,55,1946,2015
338150,99999,"CHISINAU","MD","","UKII",47.017,28.983,173,1936,2015
338330,99999,"SERBKA","UP","","",47.017,30.75,73,1959,2015
338340,99999,"ROZDIL'NA","UP","","",46.85,30.083,148,1946,2015
338370,99999,"ODESA INTL","UP","","UKOO",46.427,30.676,52.4,1932,2015
338620,99999,"VELYKA OLEKSANDRIVKA","UP","","",47.317,33.283,56,1955,2015
338690,99999,"NOVA KAKHOVKA","UP","","",46.783,33.367,25,1959,2015
338770,99999,"NIZHNI SIROHOZY","UP","","",46.85,34.4,53,1959,2015
338890,99999,"IZMAIL","UP","","",45.367,28.85,30,1959,2015
339020,99999,"KHERSON","UP","","",46.633,32.567,54,1932,2015
339070,99999,"BEKHTERY","UP","","",46.25,32.3,7,1959,2015
339100,99999,"HENICHES'K","UP","","",46.167,34.817,15,1932,2015
339150,99999,"ASKANIIA-NOVA","UP","","",46.45,33.883,30,1959,2015
339240,99999,"CHORNOMORS'KE","UP","","",45.517,32.7,10,1936,2015
339290,99999,"YEVPATORIIA","UP","","",45.183,33.367,6,1959,2015
339460,99999,"SIMFEROPOL INTL","UP","","UKFF",45.052,33.975,194.8,1936,2015
339590,99999,"ALUSHTA","UP","","",44.683,34.433,7,1959,2015
339620,99999,"NYZHNIOHIRS'K","UP","","",45.45,34.733,20,1959,2015
339660,99999,"KRYMS'KA","UP","","",45.05,34.6,205,1959,2015
339760,99999,"FEODOSIIA","UP","","",45.033,35.383,26,1932,2015
339830,99999,"KERCH","UP","","",45.4,36.417,49,1932,2015
339900,99999,"YALTA","UP","","",44.483,34.167,72,1948,2015
340030,99999,"PONYRI","RS","","",52.317,36.3,251,1959,2015
340090,99999,"KURSK","RS","","",51.767,36.167,247,1932,2015
340130,99999,"LIVNY","RS","","",52.433,37.6,179,1959,2015
340470,99999,"ZERDEVKA","RS","","",51.833,41.483,147,1932,2015
340560,99999,"RTISCEVO","RS","","",52.25,43.783,213,1959,2015
340720,99999,"KARABULAK","RS","","",52.333,46.367,302,1962,2015
340830,99999,"HVALYNSK","RS","","",52.5,48.083,88,1962,2015
340980,99999,"PUGACEV","RS","","",52.033,48.833,38,1948,2015
341220,99999,"CHERTOVITSKOYE","RS","","UUOO",51.814,39.23,156.7,1932,2015
341460,99999,"BORISOGLEBSK","RS","","",51.367,42.083,106,1960,2015
341520,99999,"BALASHOV","RS","","",51.55,43.15,159,1932,2015
341720,99999,"TSENTRALNY","RS","","UWSS",51.565,46.047,152.1,1932,2015
341860,99999,"ERSHOV","RS","","",51.367,48.3,111,1957,2015
341990,99999,"OZINKI","RS","","",51.2,49.733,104,1959,2015
342020,99999,"GOTNJA","RS","","",50.8,35.767,226,1959,2015
342310,99999,"LISKI","RS","","",51,39.5,115,1959,2015
342380,99999,"ANNA","RS","","",51.483,40.417,154,1959,2015
342400,99999,"URJUPINSK","RS","","",50.8,42,110,1953,2015
342470,99999,"KALAC","RS","","",50.417,41.05,92,1960,2015
342540,99999,"NOVOANNENSKIJ","RS","","",50.533,42.683,98,1961,2015
342620,99999,"RUDNYA","RS","","",50.833,44.567,114,1959,2015
342670,99999,"DANILOVKA","RS","","",50.367,44.117,102,1960,2015
342730,99999,"KRASNYJ KUT","RS","","",50.95,46.967,50,1962,2015
343000,99999,"OSNOVA INTL","UP","","UKHH",49.925,36.29,154.8,1932,2015
343020,99999,"BOHODUKHIV","UP","","",50.2,35.533,203,1959,2015
343040,99999,"KOLOMAK","UP","","",49.85,35.233,180,1959,2015
343120,99999,"VELYKYI BURLUK","UP","","",50.067,37.383,175,1959,2015
343190,99999,"KUPIANS'K","UP","","",49.633,37.7,83,1959,2015
343210,99999,"VALUJKI","RS","","",50.217,38.1,112,1948,2015
343360,99999,"BOGUCAR","RS","","",49.933,40.567,84,1936,2015
343440,99999,"KAZANSKAJA","RS","","",49.8,41.15,72,1961,2015
343560,99999,"FROLOVO","RS","","",49.8,43.667,119,1961,2015
343570,99999,"SERAFIMOVIC","RS","","",49.567,42.75,200,1946,2015
343630,99999,"KAMYSIN","RS","","",50.067,45.367,119,1932,2015
343730,99999,"PALLASOVKA","RS","","",50.05,46.883,37,1961,2015
343910,99999,"ALEKSANDROV-GAJ","RS","","",50.15,48.55,25,1932,2015
343980,99999,"ZHALPAKTAL","KZ","","",49.667,49.483,10,1959,2015
344010,99999,"KRASNOHRAD","UP","","",49.383,35.45,159,1959,2015
344070,99999,"HUBYNYKHA","UP","","",48.8,35.25,127,1959,2015
344090,99999,"LOZOVA","UP","","",48.9,36.317,177,1959,2015
344150,99999,"IZIUM","UP","","",49.183,37.3,78,1932,2015
344340,99999,"BILOVODS'K","UP","","",49.217,39.583,75,1959,2015
344380,99999,"MILLEROVO","RS","","",48.933,40.383,155,1948,2015
344450,99999,"BOKOVSKAJA","RS","","",49.217,41.833,91,1961,2015
344610,99999,"ILOVLJA","RS","","",49.3,44,44.4,1961,2015
344760,99999,"EL'TON","RS","","",49.133,46.85,6,1960,2015
345020,99999,"PAVLOGRAD","UP","","",48.533,35.833,91,1977,2015
345040,99999,"DNIPROPETROVS'K","UP","","",48.6,34.967,143,1932,2015
345090,99999,"CHAPLYNE","UP","","",48.133,36.233,175,1948,2015
345100,99999,"ARTEMIVS'K","UP","","",48.6,37.983,124,1959,2015
345240,99999,"DEBAL'TSEVE","UP","","",48.35,38.433,334,1960,2015
345350,99999,"KAMENSK-SAHTINSKIJ","RS","","",48.3,40.3,51,1959,2015
345370,99999,"DAR'IVKA","UP","","",48.083,39.5,302,1959,2015
345450,99999,"MOROZOVSK","RS","","",48.35,41.867,90,1947,2015
345550,99999,"NIZHNY-CHIR","RS","","",48.333,43.117,68,1959,2015
345600,99999,"GUMRAK","RS","","URWW",48.783,44.346,146.9,1932,2015
345780,99999,"CERNYJ JAR","RS","","",48.067,46.117,5,1961,2015
345790,99999,"VERHNIJ BASKUNCHAK","RS","","",48.217,46.733,34,1936,2015
346010,99999,"ZAPORIZHZHIA INTL","UP","","UKDE",47.867,35.316,113.7,1958,2015
346070,99999,"PRYSHYB","UP","","",47.267,35.333,88,1959,2015
346090,99999,"KYRYLIVKA","UP","","",47.333,36.333,221,1959,2015
346150,99999,"VOLNOVAKHA","UP","","",47.617,37.35,267,1959,2015
346220,99999,"AMVROSIIVKA","UP","","",47.8,38.517,164,1959,2015
346440,99999,"KONSTANTINOVSK","RS","","",47.583,41.1,66,1959,2015
346460,99999,"CIMLJANSK","RS","","",47.633,42.117,65,1959,2015
346550,99999,"KOTEL'NIKOVO","RS","","",47.633,43.15,49,1932,2015
346620,99999,"MALYE DERBETY","RS","","",47.933,44.7,9,1960,2015
346910,99999,"NOVYJ USHTOGAN","KZ","","",47.9,48.8,-10,1959,2015
347040,99999,"MELITOPOL'","UP","","",46.833,35.367,34,1936,2015
347080,99999,"BOTIEVE","UP","","",46.683,35.85,19,1959,2015
347120,99999,"MARIUPOL'","UP","","UKCM",47.033,37.5,70,1936,2015
347200,99999,"TAGANROG","RS","","",47.2,38.9,32,1959,2015
347270,99999,"EJSK","RS","","",46.8,38.267,3,1932,2015
347310,99999,"ROSTOV-NA-DONU","GG","","",47.25,39.817,78,1932,2015
347430,99999,"ZIMOVNIKI","RS","","",47.15,42.483,72,1959,2015
347590,99999,"REMONTNOE","RS","","",46.567,43.667,106,1948,2015
347720,99999,"YUSTA","RS","","",47.133,46.317,2.6,1960,2015
347850,99999,"DOSANG","RS","","",46.917,47.933,-19,1959,2015
347980,99999,"GANJUSHKINO","KZ","","",46.6,49.267,-23,1959,2015
348240,99999,"PRIMORSKO-AHTARSK","RS","","",46.033,38.15,5,1948,2015
348380,99999,"TIHORECK","RS","","",45.85,40.083,78,1955,2015
348450,99999,"GORODOVIKOVSK","RS","","",46.067,41.967,86,1959,2015
348580,99999,"DIVNOE","GG","","",45.917,43.35,87,1935,2015
348610,99999,"ELISTA","RS","","URWI",46.367,44.333,152.7,1959,2015
348660,99999,"YASHKUL'","RS","","",46.183,45.35,-7,1936,2015
348710,99999,"UTTA","RS","","",46.367,46.017,-7.1,1961,2015
348800,99999,"ASTRAHAN'","RS","","",46.283,47.983,-21,1932,2015
348870,99999,"LIMAN","RS","","",45.8,47.217,-18,1961,2015
349290,99999,"PASHKOVSKIY","RS","","URKK",45.035,39.171,36,1932,2015
349490,99999,"SHPAKOVSKOYE","RS","","URMT",45.109,42.113,452.9,1959,2015
349540,99999,"SVETLOGRAD","RS","","",45.35,42.85,140,1936,2015
349580,99999,"BLAGODARNYJ","RS","","",45.1,43.45,162,1961,2015
349750,99999,"KOMSOMOL'SKIJ","RS","","",45.35,46.033,-1.7,1961,2015
350010,99999,"BOL'SAJA GLUSCICA","RS","","",52.383,50.467,64,1961,2015
350070,99999,"PERELJUB","RS","","",51.867,50.333,71,1961,2015
350110,99999,"SOROCHINSK","RS","","",52.433,53.133,123,1959,2015
350260,99999,"ZILAIR","RS","","",52.217,57.4,521,1953,2015
350370,99999,"AK'JAR","RS","","",51.867,58.183,341,1959,2015
350670,99999,"ESIL'","KZ","","",51.883,66.333,221,1953,2015
350780,99999,"ATBASAR","KZ","","",51.817,68.367,304,1948,2015
350850,99999,"AKKOL'","KZ","","",52,70.95,384,1959,2015
351080,99999,"URALSK","KZ","","UARR",51.151,51.543,38.1,1932,2015
351210,99999,"ORENBURG","RS","","UWOO",51.796,55.457,118,1932,2015
351270,99999,"AK-BULAK","RS","","",51.017,55.633,144,1961,2015
351380,99999,"ORSK","RS","","",51.067,58.6,285,1961,2015
351730,99999,"ZHALTYR","KZ","","",51.617,69.8,305,1959,2015
351880,99999,"ASTANA INTL","KZ","","UACC",51.022,71.467,355.1,1932,2015
352170,99999,"DZHAMBEJTY","KZ","","",50.25,52.567,32,1948,2015
352290,99999,"AKTYUBINSK","KZ","","UATT",50.246,57.207,224.9,1932,2015
353020,99999,"CHAPAEVO","KZ","","",50.2,51.167,17,1959,2015
353440,99999,"KARABUTAK","KZ","","",49.95,60.133,229,1959,2015
353580,99999,"TORGAI","KZ","","",49.633,63.5,-999.9,1932,2015
353940,99999,"KARAGANDA","KZ","","UAKK",49.671,73.334,538,1948,2015
354060,99999,"TAIPAK","KZ","","",49.05,51.867,2,1936,2015
354160,99999,"UIL","KZ","","",49.067,54.683,128,1932,2015
354260,99999,"TEMIR","KZ","","",49.15,57.117,234,1948,2015
354970,99999,"ZHARYK","KZ","","",48.85,72.867,656,1953,2015
355320,99999,"MUGODZARSKAJA","KZ","","",48.633,58.5,398,1957,2015
355760,99999,"KYZYLZHAR","KZ","","",48.3,69.65,-999.9,1955,2015
356710,99999,"ZHEZKAZGAN","KZ","","UAKD",47.8,67.717,346,1948,2015
356990,99999,"BEKTAUATA","KZ","","",47.45,74.817,620,1953,2015
357000,99999,"ATYRAU","KZ","","",47.117,51.917,-22,1932,2015
357460,99999,"ARALSK","KZ","","UATA",46.783,61.667,56,1948,2015
357960,99999,"BALHASH","KZ","","",46.8,75.083,350,1948,2015
358490,99999,"KAZALY","KZ","","",45.767,62.117,68,1934,2015
359250,99999,"SAM","KZ","","",45.4,56.117,88,1957,2015
359530,99999,"ZHOSALY","KZ","","",45.5,64.083,103,1948,2015
359690,99999,"ZLIKHA","KZ","","",45.25,67.067,138,1953,2015
360030,99999,"PAVLODAR","KZ","","UASP",52.195,77.074,125,1932,2015
360200,99999,"RODINO","RS","","",52.483,80.167,158,1948,2015
360210,99999,"KLJUCI","RS","","",52.25,79.183,142,1953,2015
360220,99999,"VOLCIHA","RS","","",52.017,80.367,208,1953,2015
360340,99999,"RUBCOVSK","RS","","",51.5,81.217,219,1948,2015
360380,99999,"ZMEINOGORSK","KZ","","",51.15,82.2,355,1953,2015
360580,99999,"CEMAL","RS","","",51.433,86,420,1953,2015
360610,99999,"TUROCAK","RS","","",52.25,87.117,326,1948,2015
360640,99999,"YAJLJU","RS","","",51.767,87.6,480,1961,2015
360780,99999,"TELI","RS","","",51.017,90.217,983.1,1960,2015
360830,99999,"UST'-USA","RS","","",52.05,92.167,576.9,1953,2015
360910,99999,"NIZHNE-USINSKOE","RS","","",52.25,93.017,662.1,1959,2015
360920,99999,"TURAN","RS","","",52.15,93.917,852.4,1959,2015
360960,99999,"KYZYL","RS","","",51.717,94.5,628,1957,2015
